in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in20,in21,in22,outcome
0.56,3,268.45878530619666,147.6322637246794,316.936,-60.4486,11.59,9.49,12.6277,104.163,-60.3502,694.2,1,45.4853,136.854,5.79,2,694.235,45.4196,5.79,54.977,49.1867,0.18022190936036878
0.72,3,915.1285593616776,159.6811021517281,316.892,-60.3362,7.11,5.82,9.89808,82.5216,-60.2758,426,1,45.423,136.854,3.55,2,425.972,45.3827,3.55,43.0358,39.4858,0.6711361828585517
0.67,3,48.96947708236985,61.02567512187234,316.903,-60.3623,8.09,6.62,10.5542,87.7661,-60.2936,484.5,1,45.4385,136.854,4.04,2,484.472,45.3926,4.04,45.9032,41.863,0.6725671727453243
0.63,3,477.9385880813934,120.34796813484603,316.914,-60.3912,9.22,7.54,11.2642,93.4167,-60.3129,552,1,45.455,136.854,4.6,2,552.043,45.4027,4.6,49.0084,44.4083,0.45225636097153243
0.61,3,710.8796280762181,104.2051485763422,316.918,-60.4025,9.67,7.91,11.5372,95.5748,-60.3204,579.2,1,45.4612,136.854,4.83,2,579.194,45.4063,4.83,50.2025,45.3724,0.5537873082945414
0.59,3,542.4267414766364,124.42292360559902,316.927,-60.423,10.52,8.6,12.028,99.4526,-60.3338,629.7,1,45.4722,136.854,5.25,2,629.684,45.4125,5.25,52.3514,47.1013,0.43873418062828756
0.58,3,224.0840964424424,125.22003201557581,316.928,-60.4275,10.71,8.76,12.1372,100.317,-60.3367,641.2,1,45.4747,136.854,5.34,2,641.194,45.414,5.34,52.8287,47.4885,0.40696736071923145
0.57,3,327.6099862738047,144.3420954110904,316.932,-60.4368,11.1,9.08,12.3554,102.027,-60.3427,664.5,1,45.4794,136.854,5.54,2,664.515,45.4165,5.54,53.7836,48.2433,0.33554305392116274
0.56,3,391.5969916705508,151.2864393760658,316.937,-60.4509,11.69,9.57,12.6822,104.591,-60.3516,700.3,1,45.4865,136.854,5.84,2,700.257,45.4202,5.84,55.2156,49.3754,0.22796651136991766
0.54,3,946.5228866320103,84.12506343586014,316.942,-60.4625,12.2,9.99,12.9544,106.727,-60.3591,730.7,1,45.4924,136.854,6.09,2,730.744,45.4233,6.09,56.4088,50.318600000000004,0.13638701054079097
1.41,5,730.2523754010908,151.02778714697257,316.857,-59.7843,4.37,3.58,7.7612,98.9494,-60.2179,261.6,2,45.37,136.854,2.18,3,261.628,44.9377,2.18,33.7098,31.5298,0.9872116112406856
1.36,5,823.4002983171958,180.00827152121713,316.862,-59.7805,4.68,3.83,8.03551,102.378,-60.2253,280.5,2,45.377,136.854,2.34,3,280.488,44.9284,2.34,34.906,32.566,0.957694315137485
1.21,5,176.43868450983427,116.72959195047136,316.878,-59.7689,5.91,4.83,9.02229,114.683,-60.252,353.8,2,45.4017,136.854,2.95,3,353.773,44.8943,2.95,39.211,36.2609,0.8324278101232425
1.18,5,629.8916369443759,112.41534865811278,316.881,-59.7673,6.13,5.01,9.18658,116.725,-60.2564,366.8,2,45.4057,136.854,3.06,3,366.805,44.8884,3.06,39.9283,36.8684,0.8168775916228351
0.75,3,154.06672374112532,138.0255947994774,316.887,-60.3233,6.65,5.44,9.5698,79.8832,-60.2668,398.1,1,45.4151,136.854,3.32,2,398.12,45.3773,3.32,41.6017,38.2816,0.6622151261216322
0.73,3,556.5009293861222,138.5660534319725,316.889,-60.3296,6.88,5.63,9.73408,81.2073,-60.2712,411.9,1,45.4191,136.854,3.43,2,411.935,45.3801,3.43,42.3188,38.8887,0.6668682507063468
0.72,3,267.1752194520086,176.88094926676598,316.891,-60.334,7.04,5.76,9.84341,82.0834,-60.2742,421.3,1,45.4217,136.854,3.51,2,421.267,45.3818,3.51,42.7968,39.2867,0.5498333079748317
0.66,3,637.1144359919708,83.74384839490152,316.907,-60.3732,8.52,6.97,10.8274,89.9455,-60.3009,509.9,1,45.4449,136.854,4.25,2,509.947,45.3966,4.25,47.0978,42.8478,0.659522631018391
0.63,3,604.4721412155777,98.32928195420187,316.914,-60.3911,9.22,7.54,11.2642,93.4167,-60.3128,552,1,45.455,136.854,4.6,2,552.043,45.4027,4.6,49.0084,44.4083,0.4524219937175116
0.6,3,939.1218986720778,174.8675014019702,316.923,-60.4137,10.14,8.29,11.81,97.7327,-60.3277,607,1,45.4673,136.854,5.06,2,606.989,45.4098,5.06,51.3964,46.3363,0.49328705888244123
0.59,3,37.466764252167195,171.86607675226588,316.926,-60.4206,10.42,8.53,11.9735,99.0251,-60.3322,624,1,45.471,136.854,5.2,2,623.973,45.4119,5.2,52.1127,46.9125,0.45404172789621383
0.57,3,463.3952308127191,159.23667892508985,316.933,-60.4391,11.2,9.16,12.4097,102.454,-60.3441,670.4,1,45.4806,136.854,5.59,2,670.402,45.4171,5.59,54.0223,48.4321,0.31923208036654926
1.39,5,801.7349007013254,227.3913704356725,136.859,-59.7825,4.49,3.68,7.87099,100.325,-60.2208,269.1,2,45.3728,136.854,2.24,3,269.096,44.934,2.24,34.1883,31.9484,0.9771523108657008
0.72,3,980.3691234572325,94.79065896112382,316.892,-60.3361,7.11,5.82,9.89808,82.5216,-60.2756,426,1,45.423,136.854,3.55,2,425.972,45.3826,3.55,43.0358,39.4858,0.6706431365449396
0.68,3,561.4749681900721,163.38618471456792,316.901,-60.3577,7.92,6.48,10.4449,86.9005,-60.2905,474.5,1,45.436,136.854,3.95,2,474.465,45.3911,3.95,45.4254,41.4752,0.5267872447377899
0.67,3,101.74801228521392,75.43115865736414,316.903,-60.3622,8.09,6.62,10.5542,87.7661,-60.2934,484.5,1,45.4385,136.854,4.04,2,484.472,45.3926,4.04,45.9032,41.8631,0.672411169810158
0.67,3,831.8174719249364,187.6322595495011,316.903,-60.3643,8.17,6.69,10.6088,88.2041,-60.2949,489.5,1,45.4398,136.854,4.08,2,489.511,45.3934,4.08,46.1421,42.062,0.6699902353718361
0.63,3,474.10873082163744,136.79269740829398,316.914,-60.391,9.22,7.54,11.2642,93.4167,-60.3128,552,1,45.455,136.854,4.6,2,552.043,45.4027,4.6,49.0084,44.4083,0.45255295914456467
1.24,5,927.3713922898751,145.46416662695577,136.873,-59.7714,5.55,4.54,8.74823,111.276,-60.2444,332.6,2,45.395,136.854,2.77,3,332.567,44.904,2.77,38.0154,35.2454,0.8662958547516376
1.21,5,773.7977127858903,165.48885956559462,316.877,-59.769,5.84,4.78,8.96741,114.006,-60.2503,349.5,2,45.4004,136.854,2.91,3,349.478,44.8963,2.91,38.972,36.062,0.8403184771031991
0.65,3,499.0202838194091,153.0541978547338,316.91,-60.3797,8.78,7.18,10.9913,91.2486,-60.3052,525.5,1,45.4487,136.854,4.38,2,525.542,45.3989,4.38,47.8144,43.4343,0.6467669836158401
0.59,3,141.9013778923545,127.7923280824719,316.926,-60.4204,10.42,8.53,11.9735,99.0251,-60.332,624,1,45.471,136.854,5.2,2,623.973,45.4119,5.2,52.1127,46.9125,0.45471581465310534
0.55,3,272.3867319903802,130.61793650753637,316.94,-60.4576,12,9.82,12.8456,105.873,-60.3559,718.5,1,45.49,136.854,5.99,2,718.473,45.422,5.99,55.9315,49.9413,0.17631028020823508
0.54,3,589.9449643786065,144.81885023713988,316.941,-60.4623,12.2,9.99,12.9545,106.727,-60.3589,730.7,1,45.4924,136.854,6.09,2,730.743,45.4232,6.09,56.4086,50.3184,0.13773518405457408
1.44,5,108.59357129735872,141.30998917188,316.855,-59.7866,4.19,3.42,7.59652,96.886,-60.2132,250.6,2,45.3657,136.854,2.09,3,250.624,44.9431,2.09,32.9919,30.902,0.9989253131132989
1.28,5,459.0541670010425,103.5315299026286,316.87,-59.7737,5.28,4.32,8.52912,108.546,-60.2384,316.1,2,45.3895,136.854,2.63,3,316.078,44.9116,2.63,37.0587,34.4287,0.8974290331092156
1.26,5,207.94513861765154,135.706616118071,136.872,-59.7725,5.42,4.43,8.63873,109.911,-60.2413,324.3,2,45.3922,136.854,2.7,3,324.273,44.9078,2.7,37.5371,34.837,0.8811623566843407
0.73,3,993.409250449622,93.0480854224825,316.889,-60.3294,6.88,5.63,9.73408,81.2073,-60.271,411.9,1,45.4191,136.854,3.43,2,411.935,45.3801,3.43,42.3188,38.8887,0.6660786062197024
0.64,3,710.1164174475707,167.53907610617046,316.911,-60.3818,8.86,7.25,11.0458,91.6862,-60.3066,530.8,1,45.45,136.854,4.42,2,530.786,45.3997,4.42,48.0533,43.6331,0.6429246891015581
0.62,3,724.0881951688789,90.69764234012402,316.918,-60.3998,9.58,7.84,11.4826,95.1473,-60.3185,573.7,1,45.4599,136.854,4.78,2,573.714,45.4056,4.78,49.9637,45.1837,0.4071021780706098
0.58,3,414.5069286618382,98.41838028882725,316.929,-60.4295,10.8,8.84,12.1917,100.745,-60.3379,647,1,45.4758,136.854,5.39,2,646.98,45.4146,5.39,53.0674,47.6774,0.3920238203000264
0.57,3,178.52128331479616,168.3010707396643,316.931,-60.4342,11,9,12.3009,101.6,-60.3409,658.6,1,45.4782,136.854,5.49,2,658.648,45.4158,5.49,53.5448,48.0548,0.34445640680943185
0.55,3,583.8255321003962,145.34758251920863,316.939,-60.4552,11.9,9.73,12.7913,105.445,-60.3543,712.4,1,45.4888,136.854,5.94,2,712.382,45.4214,5.94,55.6929,49.7526,0.19386542531985418
1.33,5,980.4991530654952,118.96665540288079,316.865,-59.7777,4.88,3.99,8.20014,104.441,-60.2294,292.1,2,45.3812,136.854,2.43,3,292.12,44.9229,2.43,35.6237,33.1937,0.9355130089114272
1.32,5,559.2007902769838,113.7081881974757,136.865,-59.7773,4.94,4.05,8.25493,105.119,-60.2309,296,2,45.3825,136.854,2.47,3,296.046,44.9209,2.47,35.863,33.393,0.928866513488476
1.27,5,447.08498415281065,96.80171844311144,316.871,-59.7732,5.35,4.37,8.58394,109.224,-60.2398,320.2,2,45.3908,136.854,2.67,3,320.164,44.9096,2.67,37.298,34.628,0.8879359656100198
1.21,5,345.4395637009293,117.14964430747092,316.877,-59.7689,5.84,4.78,8.96741,114.006,-60.2501,349.5,2,45.4004,136.854,2.91,3,349.478,44.8963,2.91,38.972,36.062,0.840279957859948
1.16,5,635.8029379465152,134.97001352308513,316.883,-59.7655,6.35,5.19,9.35075,118.766,-60.2605,380.1,2,45.4097,136.854,3.17,3,380.065,44.8825,3.17,40.6454,37.4754,0.8005781738411969
1.15,5,237.8715393675957,96.46696591121926,316.884,-59.7647,6.42,5.25,9.40559,119.454,-60.262,384.5,2,45.4111,136.854,3.2,3,384.543,44.8807,3.2,40.8845,37.6846,0.7959250492564824
0.71,3,43.449466347228736,159.07770881754612,316.894,-60.3401,7.27,5.95,10.0075,83.3977,-60.2783,435.5,1,45.4256,136.854,3.63,2,435.465,45.3843,3.63,43.5138,39.8838,0.676053164259535
0.59,3,502.34704979741946,182.03966902219327,316.926,-60.4202,10.42,8.53,11.9735,99.0251,-60.3319,624,1,45.4709,136.854,5.2,2,623.973,45.4118,5.2,52.1127,46.9126,0.45534367831809586
1.36,5,93.02445180271752,98.6348605747732,316.862,-59.7801,4.68,3.83,8.03552,102.378,-60.2249,280.5,2,45.3769,136.854,2.34,3,280.488,44.9283,2.34,34.9061,32.566,0.958081433532157
1.28,5,374.2164723223541,157.02596667735727,316.87,-59.7735,5.28,4.32,8.529,108.546,-60.2382,316.1,2,45.3895,136.854,2.63,3,316.074,44.9116,2.63,37.0587,34.4287,0.8974887379362546
0.72,3,249.69522278639488,155.61888344834782,316.893,-60.3379,7.19,5.89,9.95291,82.9595,-60.2768,430.7,1,45.4242,136.854,3.59,2,430.711,45.3834,3.59,43.2749,39.6847,0.5659131660699395
0.71,3,127.79992388701066,69.33323384942005,316.895,-60.3422,7.35,6.02,10.0621,83.8353,-60.2797,440.2,1,45.4268,136.854,3.67,2,440.246,45.3851,3.67,43.7528,40.0827,0.6765365807623344
0.67,3,647.4148992802948,101.55755188724252,316.903,-60.3619,8.09,6.62,10.5542,87.7662,-60.2931,484.5,1,45.4384,136.854,4.04,2,484.473,45.3925,4.04,45.9032,41.8631,0.6721646466533518
0.67,3,628.5364208524115,135.25562073758658,316.904,-60.3662,8.26,6.76,10.6636,88.6418,-60.2961,494.6,1,45.4411,136.854,4.12,2,494.589,45.3942,4.12,46.381,42.2609,0.5225655356774862
0.65,3,525.8233466465026,137.30741321714112,316.908,-60.375,8.6,7.04,10.8819,90.3832,-60.302,515.1,1,45.4461,136.854,4.29,2,515.113,45.3974,4.29,47.3366,43.0466,0.656098270293382
0.65,3,578.518541380763,104.42035592073736,316.909,-60.3773,8.69,7.11,10.9366,90.811,-60.3035,520.3,1,45.4473,136.854,4.34,2,520.315,45.398,4.34,47.5755,43.2355,0.6518014487087388
0.64,3,689.0503131898586,147.30047546584038,316.911,-60.3817,8.86,7.25,11.0458,91.686,-60.3065,530.8,1,45.4499,136.854,4.42,2,530.788,45.3997,4.42,48.0532,43.633,0.6429362448745333
0.64,3,881.9205265408382,149.2227701152957,316.912,-60.3862,9.04,7.4,11.1552,92.5511,-60.3095,541.4,1,45.4524,136.854,4.51,2,541.368,45.4012,4.51,48.5308,44.0206,0.627322469622762
0.57,3,315.6574029054027,119.70581294515719,316.931,-60.434,11,9,12.3009,101.6,-60.3407,658.6,1,45.4781,136.854,5.49,2,658.648,45.4158,5.49,53.5449,48.0548,0.2815294450725222
0.56,3,490.0694158312399,130.17363045676788,316.936,-60.448,11.59,9.49,12.6278,104.163,-60.3497,694.2,1,45.4852,136.854,5.79,2,694.235,45.4195,5.79,54.9769,49.1867,0.24777118028739217
0.55,3,161.30033996375278,86.30763184221217,316.938,-60.4527,11.8,9.65,12.7366,105.018,-60.3526,706.3,1,45.4876,136.854,5.89,2,706.3,45.4207,5.89,55.4543,49.5641,0.2118924311612975
1.31,5,478.0432540909387,166.61348017776604,316.866,-59.7763,5.01,4.1,8.30993,105.806,-60.2322,300,2,45.3839,136.854,2.5,3,300.006,44.9191,2.5,36.1022,33.6021,0.9216152659464855
0.74,3,231.74844333156943,121.58462885082956,316.888,-60.327,6.8,5.57,9.67909,80.7695,-60.2693,407.3,1,45.4177,136.854,3.39,2,407.294,45.3792,3.39,42.0798,38.6898,0.6636461160084051
0.73,3,420.75974689540453,120.45661954013335,316.889,-60.3292,6.88,5.63,9.73403,81.2074,-60.2707,411.9,1,45.419,136.854,3.43,2,411.932,45.38,3.43,42.3188,38.8887,0.6653602223330721
0.71,3,842.121615518583,109.75270754570901,316.895,-60.3421,7.35,6.02,10.0621,83.8353,-60.2797,440.2,1,45.4268,136.854,3.67,2,440.246,45.3851,3.67,43.7528,40.0827,0.676334354735267
0.7,3,489.01741741690785,139.493727686885,316.897,-60.3486,7.59,6.21,10.2262,85.1492,-60.2841,454.8,1,45.4307,136.854,3.79,2,454.756,45.3877,3.79,44.4696,40.6796,0.6774687464490073
0.63,3,772.1818757944275,126.828662073768,316.913,-60.3884,9.13,7.47,11.2096,92.9791,-60.3109,546.7,1,45.4536,136.854,4.56,2,546.691,45.4018,4.56,48.7696,44.2096,0.6178640694424918
0.62,3,972.3813872467726,138.91729599086491,316.917,-60.3974,9.49,7.77,11.4281,94.7097,-60.3168,568.3,1,45.4586,136.854,4.74,2,568.262,45.4047,4.74,49.7249,44.9849,0.5782335460237549
0.56,3,916.7422076540533,139.8642694512772,316.934,-60.4433,11.39,9.32,12.5188,103.309,-60.3466,682.3,1,45.4828,136.854,5.69,2,682.269,45.4182,5.69,54.4996,48.8093,0.28326281101881484
1.44,5,556.9387050953228,101.05913324192264,316.855,-59.7863,4.19,3.42,7.59653,96.886,-60.2129,250.6,2,45.3656,136.854,2.09,3,250.624,44.943,2.09,32.9919,30.902,0.9988733121349102
1.41,5,402.2279783531558,140.9170448572508,316.857,-59.7837,4.37,3.58,7.76121,98.9495,-60.2173,261.6,2,45.3699,136.854,2.18,3,261.629,44.9376,2.18,33.7098,31.5298,0.9873753180245023
1.37,5,393.5754768264014,143.0855351708185,136.861,-59.7808,4.62,3.78,7.98062,101.691,-60.2232,276.7,2,45.3755,136.854,2.31,3,276.663,44.9301,2.31,34.6668,32.3569,0.9632333823169713
1.35,5,906.5832241494209,133.3930839876643,136.863,-59.7791,4.75,3.89,8.09046,103.066,-60.2262,284.3,2,45.3783,136.854,2.37,3,284.342,44.9265,2.37,35.1453,32.7753,0.9502292857954515
1.3,5,658.7971262184437,149.1306002349135,316.867,-59.7754,5.08,4.15,8.36466,106.494,-60.2336,304,2,45.3853,136.854,2.53,3,303.981,44.9172,2.53,36.3412,33.8112,0.9165711710427739
1.29,5,47.63167013274506,133.79817011018085,316.869,-59.7742,5.21,4.26,8.47428,107.859,-60.2366,312,2,45.388,136.854,2.6,3,312.02,44.9134,2.6,36.8196,34.2196,0.9023055693047854
1.23,5,392.255901966244,160.9880738117563,136.875,-59.7698,5.69,4.66,8.85791,112.641,-60.2469,341,2,45.3976,136.854,2.84,3,340.974,44.9001,2.84,38.4937,35.6537,0.8525656704948377
1.22,5,775.5266139961313,79.48844754293171,136.876,-59.7695,5.76,4.72,8.91258,113.318,-60.2484,345.2,2,45.3989,136.854,2.88,3,345.209,44.898,2.88,38.7328,35.8528,0.8453317566123096
0.7,3,297.7455564024858,170.40638063962098,316.896,-60.3464,7.51,6.15,10.1715,84.711,-60.2825,449.9,1,45.4294,136.854,3.75,2,449.891,45.3868,3.75,44.2306,40.4805,0.6770816280543354
0.6,3,885.8623656725977,181.81390534550786,316.924,-60.4155,10.23,8.37,11.8645,98.1602,-60.3286,612.6,1,45.4684,136.854,5.11,2,612.626,45.4103,5.11,51.6352,46.5251,0.4815213560314396
1.15,5,809.6449915822595,151.4044242986627,316.884,-59.7643,6.42,5.25,9.4056,119.454,-60.2617,384.5,2,45.411,136.854,3.2,3,384.543,44.8806,3.2,40.8845,37.6846,0.7957902319051041
0.72,3,555.8635087080766,147.22495810959708,316.891,-60.3333,7.04,5.76,9.84343,82.0835,-60.2736,421.3,1,45.4216,136.854,3.51,2,421.268,45.3817,3.51,42.7969,39.2867,0.5485563950610627
0.69,3,758.3386304816231,149.32872642439682,316.898,-60.3506,7.68,6.28,10.281,85.5869,-60.2854,459.6,1,45.432,136.854,3.83,2,459.647,45.3885,3.83,44.7086,40.8784,0.6758393824594923
0.67,3,849.3167184682097,137.25152629190896,316.904,-60.3659,8.26,6.76,10.6636,88.6418,-60.2958,494.6,1,45.441,136.854,4.12,2,494.589,45.3942,4.12,46.381100000000004,42.2609,0.5225944251099244
0.64,3,751.2942389599048,140.14343130309595,316.911,-60.3838,8.95,7.33,11.1005,92.1137,-60.3077,536.1,1,45.4511,136.854,4.47,2,536.062,45.4003,4.47,48.2919,43.8219,0.6347701653053325
0.63,3,957.5125775788911,124.36514295854684,316.914,-60.3904,9.22,7.54,11.2643,93.4166,-60.3122,552,1,45.4548,136.854,4.6,2,552.047,45.4026,4.6,49.0084,44.4083,0.609996514008486
0.62,3,424.8011318652425,108.04705618805578,316.916,-60.3949,9.4,7.69,11.3735,94.282,-60.3152,562.8,1,45.4573,136.854,4.69,2,562.829,45.404,4.69,49.4861,44.796,0.5884122560528178
0.59,3,329.5897364981938,188.84127530418755,316.925,-60.4199,10.42,8.53,11.9735,99.0248,-60.3315,624,1,45.4708,136.854,5.2,2,623.972,45.4118,5.2,52.1126,46.9124,0.45654933063185055
1.38,5,418.691798460437,130.95538786227394,316.86,-59.781,4.56,3.73,7.92584,101.013,-60.2216,272.9,2,45.3741,136.854,2.27,3,272.868,44.9321,2.27,34.4276,32.1576,0.9718135437511195
1.37,5,916.7361018571537,108.89827189780155,136.861,-59.7807,4.62,3.78,7.98062,101.691,-60.2231,276.7,2,45.3754,136.854,2.31,3,276.663,44.93,2.31,34.6668,32.3569,0.9633759035169996
1.18,5,246.45033154077828,128.18696005028428,316.881,-59.7658,6.2,5.07,9.24127,117.412,-60.2572,371.2,2,45.407,136.854,3.09,3,371.197,44.8865,3.09,40.1673,37.0773,0.8111709657352072
1.15,5,202.6795672394801,153.5717847807748,316.884,-59.7643,6.42,5.25,9.4056,119.454,-60.2616,384.5,2,45.411,136.854,3.2,3,384.544,44.8806,3.2,40.8845,37.6846,0.79576134247266594
0.74,3,29.49015961936675,146.76866566988974,316.887,-60.3248,6.72,5.5,9.62448,80.3215,-60.2675,402.7,1,45.4162,136.854,3.36,2,402.695,45.378,3.36,41.8407,38.4808,0.5334664815175042
0.73,3,14.109012808650732,89.54342871079554,316.89,-60.3311,6.96,5.69,9.7887,81.6456,-60.272,416.6,1,45.4203,136.854,3.47,2,416.586,45.3808,3.47,42.5578,39.0878,0.6663270553386709
0.69,3,887.3848479241133,187.63793969649387,316.899,-60.3527,7.76,6.35,10.3356,86.0251,-60.2868,464.6,1,45.4333,136.854,3.87,2,464.558,45.3893,3.87,44.9475,41.0775,0.6755890073783613
0.68,3,639.039792697411,131.34996588194517,316.9,-60.3549,7.84,6.42,10.3901,86.4627,-60.2883,469.5,1,45.4346,136.854,3.91,2,469.492,45.3901,3.91,45.1864,41.2764,0.6753405582593925
0.68,3,461.09555528941564,148.19485724093127,316.902,-60.3594,8.01,6.55,10.4996,87.3286,-60.2913,479.5,1,45.4371,136.854,4,2,479.458,45.3916,4,45.6643,41.6643,0.6733568172319688
0.66,3,327.84164274390787,160.43843965618433,316.905,-60.368,8.34,6.83,10.7182,89.0798,-60.2972,499.7,1,45.4423,136.854,4.16,2,499.68,45.395,4.16,46.62,42.4599,0.6632339601056199
0.66,3,342.69234687578864,198.6348417391845,316.906,-60.3704,8.43,6.9,10.7728,89.5075,-60.2987,504.8,1,45.4435,136.854,4.21,2,504.802,45.3956,4.21,46.8589,42.6487,0.5271589554351616
0.65,3,855.3651505226735,154.84752984114306,316.908,-60.3747,8.6,7.04,10.882,90.383,-60.3017,515.1,1,45.4461,136.854,4.29,2,515.116,45.3973,4.29,47.3366,43.0465,0.6560270096933678
0.64,3,363.8315957742743,133.4587953786031,316.912,-60.3858,9.04,7.4,11.1552,92.5512,-60.3091,541.4,1,45.4523,136.854,4.51,2,541.369,45.4011,4.51,48.5308,44.0206,0.6279503332877523
0.62,3,675.7620738146361,141.33627380703098,316.918,-60.3993,9.58,7.84,11.4826,95.1474,-60.3181,573.7,1,45.4598,136.854,4.78,2,573.715,45.4055,4.78,49.9638,45.1837,0.40592348922713073
0.6,3,584.6083321801852,146.19789262909805,316.922,-60.4107,10.04,8.22,11.7554,97.305,-60.3255,601.4,1,45.466,136.854,5.01,2,601.377,45.409,5.01,51.1576,46.1475,0.5101411537668933
0.58,3,18.99894133536145,138.84385199787772,316.927,-60.4245,10.61,8.68,12.0827,99.8799,-60.3344,635.4,1,45.4732,136.854,5.3,2,635.429,45.413,5.3,52.59,47.2899,0.2561394858836603
0.58,3,306.89476094115525,151.77544952269312,316.93,-60.4314,10.9,8.92,12.2462,101.172,-60.3389,652.8,1,45.4769,136.854,5.44,2,652.8,45.4151,5.44,53.3062,47.8659,0.3771746520267863
0.57,3,954.3884017928503,149.43088810851515,316.933,-60.4407,11.29,9.24,12.4642,102.882,-60.3449,676.3,1,45.4816,136.854,5.64,2,676.322,45.4175,5.64,54.261,48.6208,0.3016210823522162
0.56,3,867.2749930797145,156.0602406167113,316.934,-60.443,11.39,9.32,12.5186,103.309,-60.3464,682.3,1,45.4828,136.854,5.69,2,682.26,45.4181,5.69,54.4996,48.8093,0.28428742288929
0.55,3,834.1387244646903,108.77758785645726,316.94,-60.4594,12.1,9.9,12.9001,106.3,-60.3568,724.6,1,45.4911,136.854,6.04,2,724.599,45.4225,6.04,56.17,50.1298,0.14950088690557592
1.31,5,975.2464344387408,177.37951039079203,316.866,-59.776,5.01,4.1,8.30982,105.806,-60.2319,300,2,45.3838,136.854,2.5,3,300.001,44.919,2.5,36.102,33.6019,0.9217751208059768
1.17,5,289.04856142704375,84.9461246937433,316.882,-59.7654,6.27,5.13,9.29615,118.089,-60.2586,375.6,2,45.4083,136.854,3.13,3,375.624,44.8844,3.13,40.4064,37.2764,0.8046689174744475
0.75,3,545.0476169229951,125.27338653396956,316.887,-60.3225,6.65,5.44,9.56976,79.8833,-60.266,398.1,1,45.4149,136.854,3.32,2,398.118,45.3772,3.32,41.6017,38.2817,0.6589390644831393
0.61,3,553.9299041193444,114.1863730749312,316.919,-60.4038,9.76,7.99,11.5919,96.0124,-60.321,584.7,1,45.4623,136.854,4.87,2,584.71,45.4069,4.87,50.4413,45.5712,0.39086631704033553
0.61,3,179.10542964469641,105.71874707318227,316.92,-60.4061,9.86,8.07,11.6463,96.4398,-60.3225,590.2,1,45.4635,136.854,4.92,2,590.237,45.4075,4.92,50.6801,45.7599,0.5338420441392009
0.6,3,558.9270658497699,149.2117973287588,316.923,-60.4129,10.14,8.29,11.8099,97.7326,-60.3269,607,1,45.4671,136.854,5.06,2,606.988,45.4096,5.06,51.3964,46.3363,0.49623955887762633
0.57,3,281.17505475273356,143.1096132147083,316.933,-60.4406,11.29,9.24,12.4642,102.882,-60.3448,676.3,1,45.4816,136.854,5.64,2,676.322,45.4175,5.64,54.261,48.6208,0.30196968150363723
1.3,5,599.4115062793717,113.4845779849915,316.867,-59.7751,5.08,4.15,8.36466,106.494,-60.2333,304,2,45.3852,136.854,2.53,3,303.982,44.9171,2.53,36.3412,33.8112,0.9167560634103784
1.24,5,638.0265247712377,125.67623739142977,136.873,-59.7707,5.55,4.54,8.74825,111.276,-60.2437,332.6,2,45.3948,136.854,2.77,3,332.568,44.9038,2.77,38.0154,35.2454,0.8663786711246272
